folder,file,path,start_page,content,token_count,chunk_id
事例3,13050801.pdf,C:\Users\nyham\work\A2A\A2A\A2A_risk\samples\python\agents\data_agent\data\不正事例\事例3\13050801.pdf,23,"- 16 - 
(c) 小規模の事務所 
中日本営業本部は、総人員が 63名（平成 25年3月31日現在）であり、ビルのワンフ
ロアを占め、全体が見通せる範囲で全員が配置されている。従って、他地区に比べ家族的
意識が強く、本部長やＳＤ長の意向が全員に強く伝わりやすい環境にある。このため、今回の不正取引を主導した元ＳＤ長の行動・指示に対し異議を唱えるまでの者はいなかった。また、 元ＳＤ長の指示で、 架空仕入や水増し仕入を指示されたとしても、 異議を唱えたり、
命令を拒否できるような環境ではなかった。 
さらには、小規模の事務所の特徴として、組織上の不完全さがあった。管理部門組織の
内、コンプライアンス室、内部統制部門、人事部門及び総務部門の常駐者はおらず、大阪本社から該当業務の管理者が出張し対応していた。また、経理部門も可能な範囲で、それらの業務を代理処理していた。このため、経理部門の人数が手薄となり、管理部門全体の牽制力も不足しがちであった。  
 
(d) 工事案件収益管理の甘さ 
設備装置事業の展開に当たっては、物件の契約に至るまでの過程の中では、客先からの
引合内容に応じ、仕入先との打合せ・協議の結果により仕入原価の見積りをし、それをもとに客先への見積書を作成し、客先へ提出する。  
この間、 特に、 いわゆるビッグプロジェクトの遂行においては、 仕入先も複数社存在し、
各社ごとに業務分担の調整の必要性もあり、原価の査定には多大な労力を要する。この時点において、各工事案件の採算管理も営業部員にとっては重要な業務のひとつとなり、不測の事態を重視しすぎた原価算定を一部において実施してしまうと、原価管理の全体に対し甘い査定（予算上、原価を高めに設定）がされる場合がある。不正取引においては、この甘い収益管理を実施していた物件が存在した。  
 Ａ社を通した発注取引のうち、実物件取引に付随する架空据付業務発注や甘い金額査定による水増し発注が発生してしまった原因は、この甘い収益管理の環境が中日本営業本部内に醸成されていたことによるものである。 
 
(e) チェック体制の不備  
当社においては、与信管理制度などにおいて売上・仕入行為や金額の管理は、書類上厳
密にチェックされているが、たな卸資産等の現物確認については、現物が装置全体の中の一部に組み込まれていたり、また、海外を含む遠隔地への搬送物件等を理由に現物の確認を怠っていたケースも多く存在した。このため、 1件1,000万円以上の売上物件について
は、担当ＳＤ長から、客先注文書を経理部門に提出させることで売上を確認しているが、実在性の確認までには至っていなかった。  
また、 1件1,000万円以上の売上物件については、 客先注文書を提出させているものの、
1,000万円未満の物件については客先注文書の提出が不要であり、会社としてその実在性
の確認は未実施であった。",1518,23
事例3,13050801.pdf,C:\Users\nyham\work\A2A\A2A\A2A_risk\samples\python\agents\data_agent\data\不正事例\事例3\13050801.pdf,24,"- 17 -今回の不正取引の 1件あたりの金額はそのほとんどが 1,000万円以下の案件であり、元
ＳＤ長は、この制度のチェックをすり抜ける目的で、捏造金額を 1,000万円以下に設定し
たものと思われる。  
 
  4 不正取引の全体像  
(1) 各取引先の架空・循環取引の時期と位置付け  
特定取引先 7社からのヒヤリング、社内ヒヤリング及びＡ社提供資料の分析結果などから、
不正取引は、大別して 3期に分けられる。  
 
  第Ⅰ期 Ａ社設立からＡ社税務調査による元ＳＤ長の現金着服の指摘があるまで（平成
10年10月～平成 18年8月） 
  第Ⅱ期 Ｊ社への税務調査から波及したＡ社への税務調査で、元ＳＤ長の現金着服、架
空・循環取引の指摘があるまで（平成 18年9月～平成 21年8月） 
第Ⅲ期 現金着服の中止と、架空・循環取引の拡大、破綻まで（平成 21年9月～平成
25年3月） 
 
上記の３期に区分した不正取引との件数・金額を組み合わせたものは下記の表のとおりであ
る。 
このうち、納入実態のある仕入取引については、社内ヒヤリングを行った結果、中日本営業
本部にて、Ａ社とＨ社を仕入先とする取引に関し、水増し発注と架空工事代金追加発注が行わ
れていたことが判明したため、この 2社を仕入先とする全社の設備装置部門の仕入データにつ
いて担当者に再確認したことから、判明した金額である。  
中日本営業本部の設備装置部門において、これらは「プール金」と称し、工事案件収益管理
の甘い査定の中から、当社の差益分の大きい取引があった場合などに、追加工事費の名目で水増し発注と架空工事代金発注を行い、上記 2社にこの代金をプールし、後日この 2社の赤字取
引等に充当させる目的であったとの証言を得た。しかし、社内調査の結果、実際にはこれらプール金の大部分が、元ＳＤ長及び一部の社内関与者の現金着服に利用されたものであったと判断した。  
件数 金額 件数 金額 件数 金額
平成10年10月～
平成14年3月
平成14年4月～
平成18年8月
平成18年9月～
平成21年8月
平成21年9月～
平成25年3月
948 7,536 合　　計 19 14 87 154259 1,903
第Ⅲ期 ④ 10 11 23 16 607 4,914第Ⅱ期 ③ 9 3 51 109－－
②不 明 不明 6 9 82 7 18第Ⅰ期①不 明 不明 7 1 9（単位：百万円）
納入実態のある仕入取引 納入実態のない仕入取引
水増し発注 架空工事代金追加発注 架空・循環工事代金",1292,24
事例3,13050801.pdf,C:\Users\nyham\work\A2A\A2A\A2A_risk\samples\python\agents\data_agent\data\不正事例\事例3\13050801.pdf,25,"- 18 - （注） これら件数ならびに金額は、当社資料をもとに、当社社員に対しての聞き
取り調査により当社の買掛金支払い総額を集計したもので、 この支払い金額のうちの
どの程度の金額が元ＳＤ長ほか社内関与者の現金着服額となったかは、 本人の自白と
Ａ社提供の資料から推定している。 （後記６ 社内関与者による現金着服額の推定 参照） 
 
(a) 第Ⅰ期 平成 18年8月以前 
（Ａ社設立から税務調査による現金着服の指摘があるまで）  
 
当初はＡ社の運転資金補給や、元ＳＤ長の遊興費捻出の目的で、Ａ社及びＡ社関連会社
を利用した実物件の水増し発注や架空仕入取引を行っていた。この時期の遊興費捻出につ
いては、Ａ社そのものから現金を受領することに加え、Ａ社の関連会社 2社を使ったルー
トでの現金捻出であった。  
大体の期間と金額は当社の記録では、下記のとおりである。  
① 平成 10年10月（Ａ社設立）～平成 14年3月 
      7件  当社の仕入金額  19百万円  
 
  但し、社内関与者の証言を得られた金額が上記のものであり、 a元部長は実行した  
ものの、詳細に記憶していないということのため、詳細金額は不詳である。  
 ② 平成 14年4月～平成 18年8月 
Ａ社を媒介にした架空・循環取引を始めた時期である。実在する仕入取引における
水増し発注だけではＡ社の運転資金を賄うことができず、新たな資金調達手段として架空・循環取引を画策した。  
     82件  当社の仕入金額 718百万円  
        
 また、当社の仕入先にＡ社を選定し、架空仕入を部下に指示し、仕入計上させるこ
とにより仕入代金を支払っていた。  
     6件   当社の仕入金額  9百万円  
 
(b) 第Ⅱ期 平成 18年9月～平成 21年8月 
（Ａ社税務調査による、Ａ社関連会社を経由した現金着服と架空・循環取引の指摘が行わ    
れるまで） 
③ 平成 18年9月～平成 21年8月 
 
①、②の期間で発覚しなかったため、架空・循環取引によるＡ社への運転資金補
給と遊興費捻出の目的の現金化に拍車がかかってくる時期である。 （図 3 全体の資金フロー図 参照）",1147,25
事例3,13050801.pdf,C:\Users\nyham\work\A2A\A2A\A2A_risk\samples\python\agents\data_agent\data\不正事例\事例3\13050801.pdf,26,"- 19 -現金化については、Ａ社の関連会社である、Ｊ社（Ａ社現社長の弟の配偶者の運
営企業）やＫ社を経由し、当社が支払った代金を当社の仕入先を経由させ、Ｊ社や
Ｋ社への発注代金という名目で支払わせ、現金化をしていた。  
この取引金額については、当社の資料からは明らかにできない。当社からは、設
備据付代金名目やカタログ作成代金名目として当社の仕入先（Ｍ社とＬ社）に支払うのみであり、当社の仕入先の下位に位置するＪ社やＫ社への支払金額や現金流用金額などは把握できないからである。当社が直接の仕入先（Ｍ社とＬ社）2 社に支
払った金額は、  
    20件   当社の仕入金額  32百万円  
 
      であるが、この金額は、下記の架空・循環取引の金額に含まれており、元ＳＤ長が
着服した金額の特定は出来なかった。  
 
       また、架空・循環取引金額は、  
     259件 当社の仕入金額   1,903 百万円  
 と増加している。  
 さらに、当社の仕入先にＡ社を選定し、納入実態のある仕入金額の査定を甘くす
ることによる水増し発注により仕入代金を支払っていたものは、  
     9件   当社の仕入金額  3百万円  
 
であり、架空仕入を部下に仕入計上させることにより仕入代金を支払っていたものは、 
     51件   当社の仕入金額  109百万円  
である。  
（図 3、全体の資金フロー図）  
現金 現金
 Ａ社現社長・元ＳＤ長Ｈ社Ａ社
Ｂ社 Ｃ社 Ｄ社
椿本興業㈱Ｅ社 Ｆ社 Ｇ社
Ａ社
Ａ社Ｄ社 Ｅ社 Ｆ社 Ｈ社 Ｏ社 Ｐ社 Ｂ社
Ｊ社Ｌ社 Ｍ社 Ｎ社
Ｋ社",861,26
事例3,13050801.pdf,C:\Users\nyham\work\A2A\A2A\A2A_risk\samples\python\agents\data_agent\data\不正事例\事例3\13050801.pdf,27,"- 20 - (c) 第Ⅲ期 平成 21年9月以降  
（現金着服の中止と架空・循環取引の拡大から破綻まで）  
④ 平成 21年9月以降 
平成 21年8月にＡ社に税務調査が行われて以降は、上記のような水増し・架空仕
入取引による遊興費捻出を追加 8社を経由して実行することが容易に出来なくなっ
たため、Ａ社に対する運転資金補給や元ＳＤ長他の遊興費捻出のために、架空・循
環取引に注力していくことになる。  
 
       架空・循環取引金額は、  
   607件    当社の仕入金額   4,914 百万円  
 と増加している。  
  さらに、当社の仕入先にＡ社を選定し、納入実態のある仕入金額の査定を甘くす
ることによる水増し発注により仕入代金を支払っていたものは、  
    10件   当社の仕入金額  11百万円  
  また、当社の仕入先にＡ社を選定し、架空仕入を部下に仕入計上させることによ
り仕入代金を支払っていたものは、  
    23件   当社の仕入金額  16百万円  
である。  
 これらに加え、元ＳＤ長の証言によれば、上記のとおりＡ社を経由した現金着服
が難しくなったため、カラ出張による出張旅費の水増し精算により、総額約 2百
万円を、また、Ｒ社への架空発注により約 1百万円を着服した。  
 
(2) 架空・循環取引の破綻  
架空・循環取引は、取引から付加価値を生み出すものではなく、単なる資金の循環であるた
め、各社で利益を上乗せした取引を繰り返すと、その利益相当額が資金の不足を生み出し、新たなファイナンスを行う必要がある。  
当社がファイナンス機能を担っていたことから、資金不足を補うために、架空・循環取引に
係る前渡（仕入れの先行、あるいはファイナンスの実行ということができる）が行われ、この結果として架空・循環取引に係る前渡金を意味するたな卸資産残高が平成 24年3月期末には
1,242百万円まで増加していた。平成 24年12月末にはたな卸資産残高が 1,302百万円にも上
ったので、第２．１（ 1） 「架空取引の疑いの浮上」に記載のとおり、当社として一連の取引を
中止させることを決定したことから、ファイナンス機能を担う当社からの資金の還流がストップし架空・循環取引が破綻した。",1153,27
事例3,13050801.pdf,C:\Users\nyham\work\A2A\A2A\A2A_risk\samples\python\agents\data_agent\data\不正事例\事例3\13050801.pdf,28,"- 21 -(3) 架空・循環取引の総額及び破綻による各社の資金ポジション 
当社及び調査対象会社 8社の間で行われた架空・循環取引と認定した取引数（売上取引と仕
入取引の合計件数）は、約 4,000件（うち当社の取引数、約 2,000件）であった。これらの取
引については、Ａ社から入手した一連の不正取引を記録した資料及び当社の売上及び仕入デー
タから集計及び分析を行い、特定取引先 7社から入手した各社取引明細との照合を行った。ま
た、当社が関係する不正取引の金額は、当社の売上・仕入データに基づき集計及び分析を行った。 
架空・循環取引において、売上計上をした会社における資金流入額及び仕入計上をした会社
における資金流出額を算定するために、平成 25年3月31日時点での各社の未回収債権・未払
債務の残高額を調整し、各社における資金流入額及び流出額とそれらの差額としての資金ポジションを算定した。  
以上の結果、取引総額として、資金流入総額（各社での売上取引による入金額の合計）は、
約31,104百万円（うち当社の売上取引による資金流入総額約 7,552百万円）であり、資金流出
総額（各社の仕入取引による支出額の合計）は、約 31,104百万円（うち当社の仕入取引による
支出総額約 8,671百万円）であった。  
これらの取引の結果、平成 25年3月31日現在における各社の架空・循環取引から生じた資
金ポジションについて、プラスの資金残となったのは、Ａ社 630百万円、Ｃ社 140百万円、Ｂ
社72百万円、Ｄ社 28百万円、Ｅ社 41百万円、Ｈ社 25百万円及びＧ社 28百万円であったの
に対し、マイナスの資金残となったのは、当社 1,119百万円及びＦ社 14百万円（但し未決済の
債権債務の純額 24百万円を、もし決済したと仮定すると資金残はプラス 10百万円になる。 ）で
あった。  
また、当社の不正取引に係るたな卸資産残高 1,212百万円（第 110期末、平成 25年3月31
日現在）は、不正取引の商流から考えて、一旦特定取引先 7社に資金が還流し、その後粗利調
整後の金額がＡ社に還流していると仮定している。当社からたな卸資産分の資金約 1,212百万
円がＡ社に流れることによって、当社の資金ポジションはマイナス 1,119百万円となり、Ａ社
の資金ポジションはプラス 630百万円となっている。なお、当社の不正取引に係るたな卸資産
残高の推移は下記のとおりであり、当社が先行支払する形で不正取引におけるファイナンス機能を担っていた事実が伺える。  
 
不正取引に係るたな卸資産残高の推移
（単位：百万円）
104期 105期 106期 107期 108期 109期 110期
Ｈ社 - -  -  9 3  153  121  1 2 3  
Ｆ社 80 1 1 7  186  228  222  202  2 8 8  
Ａ社 39 -  7  175  298  210  1 8 8  
Ｄ社 - 2 6  7 4  -  2 5  213  1 5 5  
Ｂ社 191 3 1 3  317  385  419  494  4 5 7  
合計 311 4 5 7  585  882  1,119  1,242  1,212",1553,28
事例3,13050801.pdf,C:\Users\nyham\work\A2A\A2A\A2A_risk\samples\python\agents\data_agent\data\不正事例\事例3\13050801.pdf,29,"- 22 -(4) 当社における修正すべき取引 
これらの分析及び調査結果から、当社における修正の主な内容は、後述 5における架空・循
環取引と認定した売上額及び仕入額を年度別に取消している。  
 
5 当社における、不正取引に係る年度別取引額  
   
103期 104期 105期 106期 107期 108期 109期 110期 合計
67         203        280        350        444        629        819        702        3,498 
146        117  117        126        126        69         155  199        1,059 
-          -          -          64         77         87         92  167        489 
43         43  2 6         59         72         78         139  147        611 
129        108  114        113        91         98         129  253        1,039 
-          -          -          -          -          50         121  215        388 
74         67  8 6         102        71         76         109  172        760 
461  540  626  816  883  1,090  1,568  1,859  7,846 （単位：百万円）
Ｃ社不正取引売上額
Ｂ社
Ｄ社
Ｅ社
Ｆ社Ｈ社
Ｇ社
合計
 
103期 104期 105期 106期 107期 108期 109期 110期 合計
Ａ社 83 6 5 4 4 -  5 9 273  351 4 26 1,303  
Ｂ社 107 161  358  443  392  489  606 5 33 3,091  
Ｄ社 - -  -  4 2 8 6 -  141  5 74 8 44 
Ｅ社 44 3 9 -  -  -  -  -  -  8 4 
Ｆ社 35 173  174  228  223  217  245 1 58 1,454  
Ｈ社 - -  -  3 8 6 8 6 8 168 1 00 4 43 
その他 170 7 6 2 3 2 7 1 6 -  -  -  3 1 4  
小計 439 516  600  779  845  1,048  1,512  1,792  7,536 
- 3 1 2 1 2 1 5  2  4  1  8 5 
合計 439 547  621  800  850  1,050  1,516  1,793  7,621 （単位：百万円）不正
取引売上原価額
架空・循環取引
上記以外の不正取引
 
 
6 社内関与者による現金着服額の推定 
一連の不正な架空・循環取引及び水増し発注・架空発注を伴う仕入取引からの社内関与者の
現金着服額については、Ａ社より提供を受けた資料、社内の資料の分析、社内関与者の証言等
をもとに、具体的な資料・証言により一定の合理性をもった算定が可能な金額について、現金着服額として推定集計した。  
集計の結果、社内関与者による現金着服額は平成 25年3月末時点において 147百万円であ
った。  
 
第５ 過年度決算への影響額 
  1 過年度決算訂正の方針 
前述第４の調査結果に基づき、第 105期（平成 20年3月期）から第 109期（平成 24年3
月期） までの 5年間の過年度決算を訂正の範囲とすべきと判断した。 決算訂正を行うにあたり、
訂正に足る根拠と訂正数字の確認をして、各決算期において訂正を行った。また、第 104期（平
成19年3月期）は、平成 20年3月期訂正報告書の比較年度としての決算数値であるため、訂
正の範囲の年度と同様に行っている。なお、平成 18年3月期以前の事象による影響は、平成
19年3月期の期首の利益剰余金に反映した。",1513,29
事例3,13050801.pdf,C:\Users\nyham\work\A2A\A2A\A2A_risk\samples\python\agents\data_agent\data\不正事例\事例3\13050801.pdf,30,"- 23 - 
  2 過年度決算訂正による内容及び影響額  
前述の不正取引に関連し、 過年度決算訂正による純資産の負の影響額は 1,751百万円となった
（第 105期期首から第 110期の第 3四半期末までの損益への影響累計額で、第 104期以前の損
益への影響額 241百万円も含む） 。  
 
(1) 決算訂正の主な内容  
決算訂正の主な内容は、次のとおりである。 
 
(a) 架空・循環取引に関する「売上高」及び「売上原価」の取消を行った。また、当該取
引に  関連する「売掛金」 、 「たな卸資産」及び「買掛金」の各期末残高及び関連する消費
税等についても取消を行った。 これらの取消処理に伴う貸借差額については、 一連の架空・
循環取引に関する当社の支払超過差額であるため、 「長期未収入金」として計上した。同時
に、この「長期未収入金」のうち回収不能な債権に対して「貸倒引当金」を設定した。  
仕入水増し発注・架空発注による元ＳＤ長ほか社内関与者の現金着服部分は、上記処理
に合わせ「売上原価」から「長期未収入金」に振替えると共に、回収不能な債権に対して「貸倒引当金」を設定した。  
なお、架空・循環取引に関する「売上高」及び「売上原価」の取消及び「貸倒引当金」
の計上に伴い、各期の利益も減少している。 
 
(b) 架空取引に関連する「受取手形」及び「支払手形」の各期末残高については、通常の
営業取引によるものではないため、営業外受取手形（流動資産の「その他」 ）及び営業外支払手形（流動負債の「その他」 ）へ振替えた。 
 
(c) (a)及び(b)により消去された受取手形及び売掛金に関連し計上されていた貸倒引当金も
合わせて消去し、各期の貸倒引当金繰入額・戻入額の調整を行った。  
 
(d) 上記訂正による損益への影響に関連する税効果会計の適用による調整及び第 110 期第
１四半期～第 3四半期における法人税等計上額の調整（未払法人税等の減額）を行った。 
 
(e) 第104期における期首利益剰余金に対し、第 103期以前に認識された架空・循環取引
の訂正による損益影響累計額の調整を行った。  
 
(2) 主要な財務諸表項目への影響額 
上記第４の 5「不正取引にかかる年度別取引額」に基づき、上記(1)の決算訂正による売上高、
営業利益、経常利益、当期純利益、総資産、純資産への影響額は、以下のとおりである。△は損失を表す。",1334,30
事例3,13050801.pdf,C:\Users\nyham\work\A2A\A2A\A2A_risk\samples\python\agents\data_agent\data\不正事例\事例3\13050801.pdf,31,"- 24 -年度別不正取引影響額
104期 105期 106期 107期 108期 109期
平成19年3月期 平成20年3月期 平成21年3月期 平成22年3月期 平成23年3月期 平成24年3月期 第1四半期 第2四半期 第3四半期
売上高 △ 540 △ 626 △ 816 △ 883 △ 1,090 △ 1,568 △ 523 △ 522 △ 501 △ 7,073
売上総利益 6 △ 4 △ 15 △ 33 △ 40 △ 51 △ 18 △ 19 △ 17 △ 194
営業利益 6 △ 4 △ 15 △ 32 △ 39 △ 50 △ 18 △ 19 △ 16 △ 191
経常利益 6 △ 4 △ 15 △ 32 △ 39 △ 50 △ 18 △ 19 △ 16 △ 191
税引前利益 △ 244 △ 208 △ 150 △ 208 △ 168 △ 303 △ 43 △ 107 △ 98 △ 1,533
当期純利益 △ 244 △ 208 △ 150 △ 208 △ 168 △ 304 △ 35 △ 99 △ 90 △ 1,509
資産合計 △ 529 △ 720 △ 944 △ 1,162 △ 1,334 △ 1,676 △ 1,732 △ 1,918 △ 1,933
負債合計 △ 43 △ 26 △ 99 △ 109 △ 113 △ 150 △ 171 △ 257 △ 182
純資産合計 △ 485 △ 694 △ 844 △ 1,052 △ 1,221 △ 1,525 △ 1,561 △ 1,660 △ 1,751（単位：百万円）
110期(平成25年3月期)合計
 
 
    第 104期の純資産の影響額△ 485百万円には、 第 104期の訂正による影響△ 244百万円に加え、
第103期以前の訂正による期首剰余金への累積的影響額△ 241百万円が含まれている。  
 
(3) 連結損益計算書及び連結貸借対照表の主要項目への影響額 
上記第４の 5「不正取引にかかる年度別取引額」に基づき、上記 (1)の決算訂正による連結損
益計算書及び連結貸借対照表の主要項目への影響及びそれらを反映した数値は以下のとおりで
ある。  
 
【連結財務諸表】 
売上高 売上原価 経常利益 当期純利益
訂正前 93,749 82,805 2,415 1,170
増減 △ 540 △ 547 6 △ 244
訂正後 93,209 82,258 2,422 925
訂正前 98,094 86,455 2,978 1,351
増減 △ 626 △ 621 △ 4 △ 208
訂正後 97,468 85,834 2,974 1,143
訂正前 88,776 77,346 2,484 1,136
増減 △ 816 △ 800 △ 15 △ 150
訂正後 87,960 76,545 2,468 986
訂正前 62,743 54,653 143 59
増減 △ 883 △ 850 △ 32 △ 208
訂正後 61,859 53,802 110 △ 148
訂正前 74,101 64,537 1,291 574
増減 △ 1,090 △ 1,050 △ 39 △ 168
訂正後 73,010 63,486 1,251 406
訂正前 81,665 70,717 2,003 858
増減 △ 1,568 △ 1,516 △ 50 △ 304
訂正後 80,097 69,201 1,952 554
訂正前 18,737 16,192 453 272
増減 △ 523 △ 505 △ 18 △ 35
訂正後 18,213 15,687 434 236
訂正前 42,585 37,111 1,086 567
増減 △ 1,046 △ 1,008 △ 37 △ 134
訂正後 41,539 36,103 1,049 432
訂正前 59,459 51,672 1,205 601
増減 △ 1,548 △ 1,492 △ 54 △ 225
訂正後 57,911 50,179 1,151 375（単位：百万円）
連結会計年度連結損益計算書
第104期 平成19年3月期
第105期 平成20年3月期第106期 平成21年3月期第107期 平成22年3月期
第108期 平成23年3月期
第109期 平成24年3月期
第110期平成25年3月期
（第1四半期）
平成25年3月期
（第2四半期）
平成25年3月期
（第3四半期）",1709,31
事例3,13050801.pdf,C:\Users\nyham\work\A2A\A2A\A2A_risk\samples\python\agents\data_agent\data\不正事例\事例3\13050801.pdf,32,"- 25 -（単位：百万円）
訂正前 37,439 7,476 - △ 126 20,861 65,650
増減 △ 264 △ 311 589 △ 589 45 △ 529
訂正後 37,175 7,165 589 △ 715 20,906 65,121
訂正前 32,787 5,282 - △ 121 14,495 52,443
増減 △ 291 △ 457 793 △ 793 28 △ 720
訂正後 32,495 4,824 793 △ 915 14,524 51,723
訂正前 28,502 3,942 - △ 295 11,197 43,346
増減 △ 380 △ 585 927 △ 927 21 △ 944
訂正後 28,122 3,356 927 △ 1,223 11,218 42,401
訂正前 21,940 3,003 - △ 339 13,214 37,819
増減 △ 301 △ 882 1,102 △ 1,102 20 △ 1,162
訂正後 21,639 2,121 1,102 △ 1,442 13,235 36,656
訂正前 26,706 3,552 - △ 160 13,602 43,701
増減 △ 246 △ 1,119 1,231 △ 1,231 31 △ 1,334
訂正後 26,460 2,433 1,231 △ 1,391 13,633 42,367訂正前 33,472 4,477 - △ 125 15,423 53,248
増減 △ 460 △ 1,242 1,484 △ 1,484 26 △ 1,676
訂正後 33,012 3,235 1,484 △ 1,609 15,449 51,572訂正前 31,117 5,300 - △ 126 15,653 51,945
増減 △ 547 △ 1,228 1,510 △ 1,510 43 △ 1,732
訂正後 30,569 4,071 1,510 △ 1,636 15,697 50,212
訂正前 32,956 4,319 - △ 173 13,512 50,614
増減 △ 644 △ 1,336 1,598 △ 1,598 62 △ 1,918
訂正後 32,312 2,982 1,598 △ 1,772 13,575 48,696
訂正前 29,274 4,765 - △ 126 14,667 48,581
増減 △ 750 △ 1,302 1,740 △ 1,680 59 △ 1,933
訂正後 28,523 3,462 1,740 △ 1,806 14,726 46,647資産
受取手形
及び売掛金たな卸資産
長期未収入金貸倒引当金
（固定）
第106期 平成21年3月期その他の
資産連結会計年度連結貸借対照表
第104期 平成19年3月期
第105期 平成20年3月期資産合計
第107期 平成22年3月期第108期 平成23年3月期
第109期 平成24年3月期
第110期平成25年3月期
（第1四半期）
平成25年3月期
（第2四半期）
平成25年3月期
（第3四半期）
 
（単位：百万円）
訂正前 40,163 12,160 52,324 13,326 4,656
増減 △ 219 176 △ 43 △ 485 △ 485
訂正後 39,943 12,336 52,280 12,841 4,170
訂正前 32,775 7,330 40,106 12,336 5,653
増減 △ 341 315 △ 26 △ 694 △ 694
訂正後 32,434 7,646 40,080 11,642 4,958訂正前 26,632 6,408 33,040 10,305 6,403
増減 △ 352 252 △ 99 △ 844 △ 844
訂正後 26,279 6,661 32,940 9,460 5,558訂正前 21,173 4,863 26,037 11,782 6,173
増減 △ 537 428 △ 109 △ 1,052 △ 1,052
訂正後 20,635 5,291 25,927 10,729 5,120訂正前 25,245 6,629 31,874 11,827 6,489
増減 △ 472 359 △ 113 △ 1,221 △ 1,221
訂正後 24,772 6,988 31,760 10,606 5,268訂正前 33,359 6,933 40,292 12,955 7,090
増減 △ 734 583 △ 150 △ 1,525 △ 1,525
訂正後 32,625 7,516 40,141 11,430 5,565訂正前 32,671 6,757 39,429 12,516 7,137
増減 △ 731 560 △ 171 △ 1,561 △ 1,561
訂正後 31,939 7,317 39,257 10,955 5,576訂正前 31,421 6,539 37,960 12,653 7,432
増減 △ 873 615 △ 257 △ 1,660 △ 1,660
訂正後 30,547 7,155 37,703 10,993 5,772訂正前 28,506 6,900 35,407 13,173 7,369
増減 △ 748 565 △ 182 △ 1,751 △ 1,751
訂正後 27,758 7,466 35,224 11,422 5,618第106期 平成21年3月期連結会計年度
第104期 平成19年3月期
第105期 平成20年3月期
第110期平成25年3月期
（第1四半期）
平成25年3月期
（第2四半期）
平成25年3月期
（第3四半期）第107期 平成22年3月期
第108期 平成23年3月期第109期 平成24年3月期連結貸借対照表
負債 純資産
支払手形
及び買掛金その他の
負債負債合計 利益剰余金",2035,32
事例3,13050801.pdf,C:\Users\nyham\work\A2A\A2A\A2A_risk\samples\python\agents\data_agent\data\不正事例\事例3\13050801.pdf,33,"- 26 -なお、一連の架空・循環取引に関連した取引先等から当社へ損害賠償請求等の訴訟を提起さ
れる可能性があるため、平成 25年3月期の年度決算においては、将来の損失負担見込み額につ
いて、偶発損失引当金を計上する予定である。  
 
(4) 損益計算書及び貸借対照表の主要項目への影響額 
上記第４の 5「不正取引にかかる年度別取引額」に基づき、上記 (1)の決算訂正による損益計
算書及び貸借対照表の主要項目への影響及びそれらを反映した数値は以下のとおりである。  
 
【個別財務諸表】 
売上高 売上原価 経常利益 当期純利益
訂正前 87,034 78,597 1,968 948
増減 △ 540 △ 547 6 △ 244
訂正後 86,494 78,050 1,975 703
訂正前 90,880 82,092 2,446 1,154
増減 △ 626 △ 621 △ 4 △ 208
訂正後 90,254 81,470 2,442 945訂正前 82,027 73,432 2,281 1,070
増減 △ 816 △ 800 △ 15 △ 150
訂正後 81,211 72,632 2,265 919訂正前 58,285 52,269 211 153
増減 △ 883 △ 850 △ 32 △ 208
訂正後 57,402 51,418 178 △ 54
訂正前 69,541 62,565 893 312
増減 △ 1,090 △ 1,050 △ 39 △ 168
訂正後 68,451 61,514 853 143
訂正前 76,074 68,069 1,556 695
増減 △ 1,568 △ 1,516 △ 50 △ 304
訂正後 74,506 66,553 1,505 391第108期 平成23年3月期
第109期 平成24年3月期第105期 平成20年3月期
第106期 平成21年3月期
第107期 平成22年3月期（単位：百万円）
事業年度損益計算書
第104期 平成19年3月期",974,33
